PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,FamilyGroup,NumericFamilySize,TicketPrefix,PassengerStatus,DetailedPassengerStatus,GroupSize,AgeGroup,TitleEncoded,IsAlone,FamilyName,EmbarkedCategory,Pclass_Fare,Title_AgeGroup,Age*Class,Fare_Per_Person
790,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,79.2,B82 B84,C,Mr,B,1,Solo,0,PC,Middle,Middle-Class Passenger,2,Adult,Mr,1,Guggenheim,Cherbourg,79.2,Mr_Adult,46.0,39.6
791,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Keane,Queenstown,23.25,Mr_Unknown,,7.75
792,0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Teen,Mr,1,Gaskell,Southampton,52.0,Mr_Teen,32.0,13.0
793,0,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S,Miss,Unknown,11,Large,2,CA.,Low,Low-Class Passenger,7,Unknown,Miss,0,Sage,Southampton,208.64999999999998,Miss_Unknown,,9.935714285714285
794,0,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,C,Mr,Unknown,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Hoyt,Cherbourg,30.6958,Mr_Unknown,,30.6958
795,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Dantcheff,Southampton,23.6874,Mr_Adult,75.0,7.8958
796,0,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Otter,Southampton,26.0,Mr_Adult,78.0,13.0
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,25.9292,D17,S,Mrs,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Leader,Southampton,25.9292,Mrs_Adult,49.0,25.9292
798,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,,S,Mrs,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mrs,1,Osman,Southampton,26.049899999999997,Mrs_Adult,93.0,8.6833
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Ibrahim Shawah,Cherbourg,21.6876,Mr_Adult,90.0,7.2292
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,,S,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,3,Adult,Mrs,0,Van Impe,Southampton,72.44999999999999,Mrs_Adult,90.0,8.049999999999999
801,0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Mr,1,Ponesell,Southampton,26.0,Mr_Adult,68.0,6.5
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,,S,Mrs,Unknown,3,Small,1,C.A.,Middle,Middle-Class Passenger,3,Adult,Mrs,0,Collyer,Southampton,52.5,Mrs_Adult,62.0,8.75
803,1,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,B96 B98,S,Master,B,4,Small,1,None,Wealthy,Wealthy Passenger,4,Child,Master,0,Carter,Southampton,120.0,Master_Child,11.0,30.0
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,Master,Unknown,2,Small,1,None,Low,Migrant,1,Child,Master,0,Thomas,Cherbourg,25.5501,Master_Child,1.26,8.5167
805,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Hedman,Southampton,20.924999999999997,Mr_Adult,81.0,6.975
806,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Johansson,Southampton,23.325000000000003,Mr_Adult,93.0,7.775
807,0,1,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,A36,S,Mr,A,1,Solo,0,None,Employee,Migrant,1,Adult,Mr,1,Andrews,Southampton,0.0,Mr_Adult,39.0,0.0
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Miss,1,Pettersson,Southampton,23.325000000000003,Miss_Teen,54.0,7.775
809,0,2,"Meyer, Mr. August",male,39.0,0,0,248723,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Meyer,Southampton,26.0,Mr_Adult,78.0,13.0
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,E8,S,Mrs,E,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Chambers,Southampton,53.1,Mrs_Adult,33.0,26.55
811,0,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Alexander,Southampton,23.6625,Mr_Adult,78.0,7.8875
812,0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,,S,Mr,Unknown,1,Solo,0,A/4,Employee,Migrant,2,Adult,Mr,1,Lester,Southampton,72.44999999999999,Mr_Adult,117.0,12.075
813,0,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Slemen,Southampton,21.0,Mr_Adult,70.0,10.5
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,,S,Miss,Unknown,7,Large,2,None,Low,Low-Class Passenger,7,Child,Miss,0,Andersson,Southampton,93.82499999999999,Miss_Child,18.0,4.4678571428571425
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Tomlin,Southampton,24.150000000000002,Mr_Adult,91.5,8.05
816,0,1,"Fry, Mr. Richard",male,,0,0,112058,0.0,B102,S,Mr,B,1,Solo,0,None,Employee,Migrant,1,Unknown,Mr,1,Fry,Southampton,0.0,Mr_Unknown,,0.0
817,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,,S,Miss,Unknown,1,Solo,0,STON/O2.,Low,Migrant,1,Adult,Miss,1,Heininen,Southampton,23.775,Miss_Adult,69.0,7.925
818,0,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,,C,Mr,Unknown,3,Small,1,S.C./PARIS,Middle,Middle-Class Passenger,2,Adult,Mr,0,Mallet,Cherbourg,74.0084,Mr_Adult,62.0,18.5021
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,,S,Mr,Unknown,1,Solo,0,C,Low,Migrant,1,Adult,Mr,1,Holm,Southampton,19.35,Mr_Adult,129.0,6.45
820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,,S,Master,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Child,Master,0,Skoog,Southampton,83.69999999999999,Master_Child,30.0,4.6499999999999995
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,93.5,B69,S,Mrs,B,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Hays,Southampton,93.5,Mrs_Adult,52.0,46.75
822,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Lulic,Southampton,25.987499999999997,Mr_Adult,81.0,8.6625
823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,1,Adult,Mr,1,Reuchlin,Southampton,0.0,Mr_Adult,38.0,0.0
824,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,E121,S,Mrs,E,2,Small,1,None,Low,Low-Class Passenger,2,Adult,Mrs,0,Moor,Southampton,37.425,Mrs_Adult,81.0,6.2375
825,0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,,S,Master,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Child,Master,0,Panula,Southampton,119.0625,Master_Child,6.0,6.614583333333333
826,0,3,"Flynn, Mr. John",male,,0,0,368323,6.95,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Flynn,Queenstown,20.85,Mr_Unknown,,6.95
827,0,3,"Lam, Mr. Len",male,,0,0,1601,56.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,7,Unknown,Mr,1,Lam,Southampton,169.4874,Mr_Unknown,,8.070828571428573
828,1,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,Master,Unknown,3,Small,1,S.C./PARIS,Middle,Middle-Class Passenger,2,Child,Master,0,Mallet,Cherbourg,74.0084,Master_Child,2.0,18.5021
829,1,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,McCormack,Queenstown,23.25,Mr_Unknown,,7.75
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,B28,,Mrs,B,1,Solo,0,None,Middle,Middle-Class Passenger,2,Senior,Mrs,1,Stone,,80.0,Mrs_Senior,62.0,40.0
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,C,Mrs,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Teen,Mrs,0,Yasbeck,Cherbourg,43.3626,Mrs_Teen,45.0,7.2271
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S,Master,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,3,Child,Master,0,Richards,Southampton,37.5,Master_Child,1.66,6.25
833,0,3,"Saad, Mr. Amin",male,,0,0,2671,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Saad,Cherbourg,21.6876,Mr_Unknown,,7.2292
834,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Augustsson,Southampton,23.5626,Mr_Adult,69.0,7.8542
835,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Allum,Southampton,24.900000000000002,Mr_Teen,54.0,8.3
836,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,E49,C,Miss,E,3,Small,1,PC,Middle,Middle-Class Passenger,1,Adult,Miss,0,Compton,Cherbourg,83.1583,Miss_Adult,39.0,83.1583
837,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Pasic,Southampton,25.987499999999997,Mr_Adult,63.0,8.6625
838,0,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Sirota,Southampton,24.150000000000002,Mr_Unknown,,8.05
839,1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,7,Adult,Mr,1,Chip,Southampton,169.4874,Mr_Adult,96.0,8.070828571428573
840,1,1,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C47,C,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Marechal,Cherbourg,29.7,Mr_Unknown,,29.7
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,,S,Mr,Unknown,1,Solo,0,SOTON/O2,Low,Migrant,1,Adult,Mr,1,Alhomaki,Southampton,23.775,Mr_Adult,60.0,7.925
842,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S,Mr,Unknown,1,Solo,0,S.O./P.P.,Middle,Middle-Class Passenger,2,Teen,Mr,1,Mudd,Southampton,21.0,Mr_Teen,32.0,5.25
843,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,,C,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Miss,1,Serepeca,Cherbourg,31.0,Miss_Adult,30.0,15.5
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Lemberopolous,Cherbourg,19.3125,Mr_Adult,103.5,6.4375
845,0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Culumovic,Southampton,25.987499999999997,Mr_Teen,51.0,8.6625
846,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,,S,Mr,Unknown,1,Solo,0,C.A.,Low,Migrant,1,Adult,Mr,1,Abbing,Southampton,22.65,Mr_Adult,126.0,7.55
847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S,Mr,Unknown,11,Large,2,CA.,Low,Low-Class Passenger,7,Unknown,Mr,0,Sage,Southampton,208.64999999999998,Mr_Unknown,,9.935714285714285
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Markoff,Cherbourg,23.6874,Mr_Adult,105.0,7.8958
849,0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,3,Adult,Mr,0,Harper,Southampton,66.0,Mr_Adult,56.0,11.0
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,C,Mrs,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Unknown,Mrs,0,Goldenberg,Cherbourg,89.1042,Mrs_Unknown,,44.5521
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,S,Master,Unknown,7,Large,2,None,Low,Low-Class Passenger,7,Child,Master,0,Andersson,Southampton,93.82499999999999,Master_Child,12.0,4.4678571428571425
852,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Senior,Mr,1,Svensson,Southampton,23.325000000000003,Mr_Senior,222.0,7.775
853,0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,,C,Miss,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Child,Miss,0,Boulos,Cherbourg,45.737399999999994,Miss_Child,27.0,7.6229
854,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,S,Miss,D,2,Small,1,PC,Middle,Middle-Class Passenger,1,Teen,Miss,0,Lines,Southampton,39.4,Miss_Teen,16.0,39.4
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Carter,Southampton,52.0,Mrs_Adult,88.0,13.0
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,,S,Mrs,Unknown,2,Small,1,None,Low,Migrant,1,Teen,Mrs,0,Aks,Southampton,28.049999999999997,Mrs_Teen,54.0,9.35
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,,S,Mrs,Unknown,3,Small,1,None,Wealthy,Wealthy Passenger,2,Adult,Mrs,0,Wick,Southampton,164.8667,Mrs_Adult,45.0,82.43335
858,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,E17,S,Mr,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Daly,Southampton,26.55,Mr_Adult,51.0,26.55
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,C,Mrs,Unknown,4,Small,1,None,Low,Low-Class Passenger,4,Adult,Mrs,0,Baclini,Cherbourg,57.774899999999995,Mrs_Adult,72.0,4.814575
860,0,3,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Razi,Cherbourg,21.6876,Mr_Unknown,,7.2292
861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,,S,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,1,Adult,Mr,0,Hansen,Southampton,42.3249,Mr_Adult,123.0,14.1083
862,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Giles,Southampton,23.0,Mr_Adult,42.0,11.5
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,D17,S,Mrs,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Swift,Southampton,25.9292,Mrs_Adult,48.0,25.9292
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S,Miss,Unknown,11,Large,2,CA.,Low,Low-Class Passenger,7,Unknown,Miss,0,Sage,Southampton,208.64999999999998,Miss_Unknown,,9.935714285714285
865,0,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Gill,Southampton,26.0,Mr_Adult,48.0,13.0
866,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,S,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Bystrom,Southampton,26.0,Mrs_Adult,84.0,13.0
867,1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,,C,Miss,Unknown,2,Small,1,SC/PARIS,Middle,Middle-Class Passenger,1,Adult,Miss,0,Duran y More,Cherbourg,27.7166,Miss_Adult,54.0,13.8583
868,0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,A24,S,Mr,A,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Adult,Mr,1,Roebling,Southampton,50.4958,Mr_Adult,31.0,50.4958
869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,van Melkebeke,Southampton,28.5,Mr_Unknown,,9.5
870,1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,,S,Master,Unknown,3,Small,1,None,Low,Low-Class Passenger,3,Child,Master,0,Johnson,Southampton,33.3999,Master_Child,12.0,3.7111
871,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Balkic,Southampton,23.6874,Mr_Adult,78.0,7.8958
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,S,Mrs,D,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Beckwith,Southampton,52.5542,Mrs_Adult,47.0,26.2771
873,0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,B51 B53 B55,S,Mr,B,1,Solo,0,None,Middle,Migrant,1,Adult,Mr,1,Carlsson,Southampton,5.0,Mr_Adult,33.0,5.0
874,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Vander Cruyssen,Southampton,27.0,Mr_Adult,141.0,9.0
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,,C,Mrs,Unknown,2,Small,1,P/PP,Middle,Crew,2,Adult,Mrs,0,Abelson,Cherbourg,48.0,Mrs_Adult,56.0,12.0
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,,C,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Miss,1,Najib,Cherbourg,21.674999999999997,Miss_Teen,45.0,7.225
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,2,Adult,Mr,1,Gustafsson,Southampton,29.5374,Mr_Adult,60.0,4.9229
878,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Petroff,Southampton,23.6874,Mr_Teen,57.0,7.8958
879,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Laleff,Southampton,23.6874,Mr_Unknown,,7.8958
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C50,C,Mrs,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Potter,Cherbourg,83.1583,Mrs_Adult,56.0,41.57915
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Shelley,Southampton,52.0,Mrs_Adult,50.0,13.0
882,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Markun,Southampton,23.6874,Mr_Adult,99.0,7.8958
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,,S,Miss,Unknown,1,Solo,0,None,Low,Low-Class Passenger,1,Adult,Miss,1,Dahlberg,Southampton,31.5501,Miss_Adult,66.0,10.5167
884,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,,S,Mr,Unknown,1,Solo,0,C.A./SOTON,Middle,Migrant,1,Adult,Mr,1,Banfield,Southampton,21.0,Mr_Adult,56.0,10.5
885,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,,S,Mr,Unknown,1,Solo,0,SOTON/OQ,Low,Migrant,1,Adult,Mr,1,Sutehall,Southampton,21.15,Mr_Adult,75.0,7.05
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,,Q,Mrs,Unknown,6,Large,2,None,Low,Low-Class Passenger,5,Adult,Mrs,0,Rice,Queenstown,87.375,Mrs_Adult,117.0,5.825
887,0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Montvila,Southampton,26.0,Mr_Adult,54.0,13.0
888,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,B42,S,Miss,B,1,Solo,0,None,Middle,Middle-Class Passenger,1,Teen,Miss,1,Graham,Southampton,30.0,Miss_Teen,19.0,30.0
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S,Miss,Unknown,4,Small,1,W./C.,Low,Low-Class Passenger,2,Unknown,Miss,0,Johnston,Southampton,70.35,Miss_Unknown,,11.725
890,1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C148,C,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Behr,Cherbourg,30.0,Mr_Adult,26.0,30.0
891,0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Dooley,Queenstown,23.25,Mr_Adult,96.0,7.75
